| error_severity | event_message                                                                                                                                                                                                           | id                                   | identifier           | timestamp        |
| LOG            | connection received: host=::1 port=33179                                                                                                                                                                                | 5f2d4356-c2d9-4c2f-bd66-a95213c7a77a | rrqefsxymripcvoabers | 1744762719899000 |
| LOG            | checkpoint complete: wrote 67 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.624 s, sync=0.004 s, total=6.638 s; sync files=42, longest=0.003 s, average=0.001 s; distance=193 kB, estimate=768 kB | a02197c4-b79e-4c7b-a86c-5cd584f0ad7a | rrqefsxymripcvoabers | 1744762685410000 |
| LOG            | checkpoint starting: time                                                                                                                                                                                               | f8cf1619-642b-4bb3-a698-25c5c7604785 | rrqefsxymripcvoabers | 1744762678773000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | cd23a122-5a22-4a6d-85bb-17b0ff2137d8 | rrqefsxymripcvoabers | 1744762659899000 |
| LOG            | connection received: host=::1 port=34845                                                                                                                                                                                | 94d74b9f-59a6-4c59-a610-220d168d4197 | rrqefsxymripcvoabers | 1744762659898000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | 49195430-4ec8-4ccf-97d9-63040ab870ab | rrqefsxymripcvoabers | 1744762599899000 |
| LOG            | connection received: host=::1 port=22959                                                                                                                                                                                | de820156-d426-4c83-950e-268eeb0fe6a0 | rrqefsxymripcvoabers | 1744762599898000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | 13fd47fa-4f58-4aa0-88a0-53958043f40e | rrqefsxymripcvoabers | 1744762539899000 |
| LOG            | connection received: host=::1 port=55911                                                                                                                                                                                | e2057df1-e73e-47c7-bab8-6c0db3a33eef | rrqefsxymripcvoabers | 1744762539899000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | 504c332b-97b5-4b80-a383-5b821c28f1f5 | rrqefsxymripcvoabers | 1744762479899000 |
| LOG            | connection received: host=::1 port=19531                                                                                                                                                                                | 4257d080-4d17-4cc7-b736-c72dad477a95 | rrqefsxymripcvoabers | 1744762479898000 |
| LOG            | connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                               | 2324ee9b-6425-417e-b0e1-2bf0bd546cbf | rrqefsxymripcvoabers | 1744762468943000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                     | e407a05d-8ffb-4cbc-8a3a-6cb5975e0c67 | rrqefsxymripcvoabers | 1744762468943000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                     | 500b308b-463f-4a3f-99c6-7e8da97cf0fb | rrqefsxymripcvoabers | 1744762468938000 |
| LOG            | connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                               | daea896c-26ea-4a6a-8d76-d5a79cc1d78f | rrqefsxymripcvoabers | 1744762468938000 |
| LOG            | connection received: host=2600:1f18:2a66:6e01:45f6:2412:5e5d:8a7e port=58086                                                                                                                                            | d2fb4531-b55e-4eb8-b42e-6e418e96c459 | rrqefsxymripcvoabers | 1744762468370000 |
| LOG            | connection received: host=2600:1f18:2a66:6e01:45f6:2412:5e5d:8a7e port=58078                                                                                                                                            | cc3ea1d1-946e-446b-9d74-a32d4e430fb9 | rrqefsxymripcvoabers | 1744762468365000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | 64551619-56a2-43e7-bb8e-b9fb2d161381 | rrqefsxymripcvoabers | 1744762419900000 |
| LOG            | connection received: host=::1 port=21169                                                                                                                                                                                | ea321e29-f972-49f4-bc24-b5d2595b9e80 | rrqefsxymripcvoabers | 1744762419899000 |
| LOG            | connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                               | 62eeca23-8f53-4d80-b310-c3ca1e5156f5 | rrqefsxymripcvoabers | 1744762405106000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                     | b89c3bbc-d763-41b2-b004-a460fcd7b6a6 | rrqefsxymripcvoabers | 1744762405106000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                     | 4635d82d-1051-4b04-95b4-d5b86b5a76cd | rrqefsxymripcvoabers | 1744762405100000 |
| LOG            | connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                               | 7b32a2ab-6f26-4d1f-9351-65a1ca8aa8d8 | rrqefsxymripcvoabers | 1744762405100000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:4d9e:4682:5ddd:70b8 port=33346                                                                                                                                            | 3f30d3dc-9aee-4221-bd22-061a00f1b47c | rrqefsxymripcvoabers | 1744762404535000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:4d9e:4682:5ddd:70b8 port=33330                                                                                                                                            | 80ba03e3-6f00-49a7-871a-e82c9b6b98ec | rrqefsxymripcvoabers | 1744762404533000 |
| ERROR          | new row violates row-level security policy for table "users"                                                                                                                                                            | 40d71e9a-72bf-4274-8e70-09e4e4ec1c1c | rrqefsxymripcvoabers | 1744762401961000 |
| LOG            | connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                                          | 0cee7327-7d2f-41f8-8c9f-48e68f8a7f1c | rrqefsxymripcvoabers | 1744762401954000 |
| LOG            | connection authorized: user=supabase_auth_admin database=postgres                                                                                                                                                       | 18334a54-c701-4787-b23f-52cc1aa495b3 | rrqefsxymripcvoabers | 1744762400911000 |
| LOG            | connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                                          | a6331399-4efe-49da-82c7-4d0cd6c7f445 | rrqefsxymripcvoabers | 1744762400459000 |
| LOG            | connection received: host=::1 port=59259                                                                                                                                                                                | 944184c6-1cad-466c-9b13-b4591297b161 | rrqefsxymripcvoabers | 1744762400452000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | a3ec3e5b-877c-4390-91e3-a8abc2d15ffc | rrqefsxymripcvoabers | 1744762359900000 |
| LOG            | connection received: host=::1 port=51847                                                                                                                                                                                | 16e81373-8901-4bb9-b592-74054d340f50 | rrqefsxymripcvoabers | 1744762359899000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | cb561710-955e-4750-b79b-4ea9b285daf5 | rrqefsxymripcvoabers | 1744762299900000 |
| LOG            | connection received: host=::1 port=38189                                                                                                                                                                                | e758b94a-f36b-43b4-abd9-36357af941f1 | rrqefsxymripcvoabers | 1744762299899000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 35809fac-e859-4e7d-8e2b-10771c757ee8 | rrqefsxymripcvoabers | 1744762285770000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | eca8aa3b-ecd5-47bd-a01b-a62eaf426a74 | rrqefsxymripcvoabers | 1744762285770000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 9352ed18-86df-4354-a3e2-807ca07f2859 | rrqefsxymripcvoabers | 1744762285694000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 4655b4a8-37ad-456a-937f-ac395a00ccc6 | rrqefsxymripcvoabers | 1744762285694000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 2869027c-df95-4689-84b0-34d96f09b685 | rrqefsxymripcvoabers | 1744762284488000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | bca7e86b-556a-42be-a4dd-44220c06c5cc | rrqefsxymripcvoabers | 1744762284488000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 3a63842f-ecd7-4900-a3b1-9e5650c4535b | rrqefsxymripcvoabers | 1744762284417000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 46eb2205-97dc-4521-8477-2be43317e3b0 | rrqefsxymripcvoabers | 1744762284417000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 1ac4de58-cce1-46f4-99fd-b99d12bb0cdb | rrqefsxymripcvoabers | 1744762283665000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | cdb1583d-4644-4097-9f9b-7de730198b35 | rrqefsxymripcvoabers | 1744762283665000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 8d618b64-0ed2-450c-b2dc-3589a9fe7ffd | rrqefsxymripcvoabers | 1744762283540000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | c308c29c-9438-42a7-8968-96f485b79ff3 | rrqefsxymripcvoabers | 1744762283540000 |
| LOG            | connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                               | 046864a4-591b-4cb2-b46d-4df9d8f1cb5c | rrqefsxymripcvoabers | 1744762282549000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                     | dc9b0e28-a98b-42da-b5d5-f34dd0a2a403 | rrqefsxymripcvoabers | 1744762282549000 |
| LOG            | connection authenticated: identity="supabase_admin" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                               | 31fe7625-b6a0-4ff8-8525-2de57eb2159f | rrqefsxymripcvoabers | 1744762282546000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                     | 58e79445-8347-4172-8964-8c37b0b6cae7 | rrqefsxymripcvoabers | 1744762282546000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 54f7f22a-949f-4227-a8b9-fc9642eaf575 | rrqefsxymripcvoabers | 1744762282474000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 965cb7d6-7db4-4db4-a82a-6e34ac571342 | rrqefsxymripcvoabers | 1744762282474000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 411c07a7-bf4c-4644-9f1f-99b627c9c55f | rrqefsxymripcvoabers | 1744762282443000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 0c21813e-daca-4708-abe2-54bbf4e6018d | rrqefsxymripcvoabers | 1744762282442000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | dae11b60-5b1b-4aba-8c2a-dc3d8c7508a0 | rrqefsxymripcvoabers | 1744762282413000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 93304671-46d1-4826-a430-52cbc6cb653a | rrqefsxymripcvoabers | 1744762282413000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 4d3cfc0b-e7f4-4ad6-b876-0a09370bb6e6 | rrqefsxymripcvoabers | 1744762282406000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 6423cc7f-a1f7-45d9-9b08-3cc0300e6e50 | rrqefsxymripcvoabers | 1744762282406000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 3ce1278b-d4bb-4687-938a-28cc1a6ff219 | rrqefsxymripcvoabers | 1744762282406000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 2aa4e5bf-87f3-40c8-aff2-443728c8ba83 | rrqefsxymripcvoabers | 1744762282406000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | c527d353-8012-4205-87a6-31cb91705585 | rrqefsxymripcvoabers | 1744762282404000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | f3a8ae72-7e83-433f-a7df-b0a4cdad082a | rrqefsxymripcvoabers | 1744762282404000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 8de2e78a-89b5-45eb-9437-3e3a00dcb5cb | rrqefsxymripcvoabers | 1744762282402000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 932ed3be-12cc-44ca-b1fc-b56003933d31 | rrqefsxymripcvoabers | 1744762282402000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | 8392e1cd-e7e9-440f-a150-828235782f06 | rrqefsxymripcvoabers | 1744762282396000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 53bca5cb-987a-45b1-b6b0-d35abcbd12d0 | rrqefsxymripcvoabers | 1744762282396000 |
| LOG            | connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                                           | 51b6e8c9-4d36-47f8-8dd9-9626c09a1724 | rrqefsxymripcvoabers | 1744762282392000 |
| LOG            | connection authenticated: identity="postgres" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)                                                                                                                     | d064d5a9-507c-40d3-ad1f-f8825ac330b3 | rrqefsxymripcvoabers | 1744762282391000 |
| LOG            | connection received: host=2600:1f18:2a66:6e01:2a8f:7a89:a259:1afc port=37290                                                                                                                                            | 0aa7f6d8-40b0-4fc2-beb2-a5710e8cb5c9 | rrqefsxymripcvoabers | 1744762281976000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:917d:e2f2:ff68:d461 port=39860                                                                                                                                            | b9f3ee2a-986e-46ca-b2c2-a50f7366bd9b | rrqefsxymripcvoabers | 1744762281974000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:2661:69a7:dde3:fae9 port=44816                                                                                                                                            | f9ef8ffa-6331-4984-91d6-dc1c7c64b61d | rrqefsxymripcvoabers | 1744762281864000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:c3c6:4e4:554:a5d port=39722                                                                                                                                               | aa370d21-475b-482b-9876-7a098a4e5404 | rrqefsxymripcvoabers | 1744762281853000 |
| LOG            | connection received: host=2600:1f18:2a66:6e01:f065:8512:d5a5:7386 port=58068                                                                                                                                            | c2036b7e-6ca9-422b-94b8-492b88fab5b1 | rrqefsxymripcvoabers | 1744762281835000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:2661:69a7:dde3:fae9 port=44800                                                                                                                                            | 6748ba37-54d7-4339-96ee-1250022d7e5a | rrqefsxymripcvoabers | 1744762281832000 |
| LOG            | connection received: host=2600:1f18:2a66:6e01:f065:8512:d5a5:7386 port=58064                                                                                                                                            | 03193b6d-c3a0-44e9-a94f-ffd9c022aca0 | rrqefsxymripcvoabers | 1744762281828000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:c3c6:4e4:554:a5d port=39714                                                                                                                                               | 062d88c8-f0fb-4a2e-ac4e-ffc244ca86a2 | rrqefsxymripcvoabers | 1744762281828000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:c3c6:4e4:554:a5d port=39706                                                                                                                                               | a01f9e3c-4fb5-4da7-b0de-b57861bffd62 | rrqefsxymripcvoabers | 1744762281823000 |
| LOG            | connection received: host=2600:1f18:2a66:6e01:2121:5357:956:b81d port=52858                                                                                                                                             | a5c50eaf-ab61-4860-93bc-033b2d328731 | rrqefsxymripcvoabers | 1744762281823000 |
| LOG            | connection received: host=2600:1f18:2a66:6e00:2661:69a7:dde3:fae9 port=44784                                                                                                                                            | 04385715-a66b-4f72-adce-f73c1e1376cd | rrqefsxymripcvoabers | 1744762281819000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | 48f438e5-418f-46f2-a6b6-07a8d4bf6eda | rrqefsxymripcvoabers | 1744762239899000 |
| LOG            | connection received: host=::1 port=57213                                                                                                                                                                                | 3f2c9833-3e3c-4a1b-9e08-bcbc7b89d77a | rrqefsxymripcvoabers | 1744762239899000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | 9094f85e-18df-42ab-abfa-a4f0f2a50d97 | rrqefsxymripcvoabers | 1744762179899000 |
| LOG            | connection received: host=::1 port=20143                                                                                                                                                                                | 1712f584-829d-4075-8101-c4ae86528d2d | rrqefsxymripcvoabers | 1744762179898000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | e60255c4-f7cd-4249-bbb7-754acf132d29 | rrqefsxymripcvoabers | 1744762119899000 |
| LOG            | connection received: host=::1 port=36523                                                                                                                                                                                | aa1c64f6-ce40-4a71-8fcd-06b3406c25dd | rrqefsxymripcvoabers | 1744762119898000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                                                         | 6a2e565c-2f75-4193-a9fc-842c020f0fcc | rrqefsxymripcvoabers | 1744762059899000 |
| LOG            | connection received: host=::1 port=43027                                                                                                                                                                                | 2169710f-e20c-4c14-b64a-d85ecf61fc02 | rrqefsxymripcvoabers | 1744762059898000 |
