| error_severity | event_message                                                                                                                                                                       | id                                   | identifier           | timestamp        |
| LOG            | connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                      | 2d69d96d-b48d-4bea-ae8b-76f69531371d | rrqefsxymripcvoabers | 1744747750178000 |
| LOG            | connection received: host=::1 port=57013                                                                                                                                            | 2481d6cb-60ef-48be-8e7f-81f277dd18c6 | rrqefsxymripcvoabers | 1744747750167000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | 33916a3f-6d69-4d34-83d0-d96a1def9b6b | rrqefsxymripcvoabers | 1744747719898000 |
| LOG            | connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                      | d7f7aa2b-016c-4bee-a055-8be28885e96e | rrqefsxymripcvoabers | 1744747714498000 |
| LOG            | connection authorized: user=authenticator database=postgres application_name=postgrest SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)                      | 163c0f31-ab06-4721-ae5c-bc246d00a231 | rrqefsxymripcvoabers | 1744747714491000 |
| LOG            | connection received: host=::1 port=62019                                                                                                                                            | caaf2bc1-fa26-4e7e-9f03-5f7f26c60669 | rrqefsxymripcvoabers | 1744747714486000 |
| LOG            | connection received: host=::1 port=62017                                                                                                                                            | 87b6e07f-a848-4e0a-9fae-ae5cd5fb886f | rrqefsxymripcvoabers | 1744747714480000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | d5e71dab-10fa-4eaf-aedb-7138746c69c7 | rrqefsxymripcvoabers | 1744747659898000 |
| LOG            | connection received: host=::1 port=29197                                                                                                                                            | f52306a5-0235-4a33-8eb1-ce9ac27e17b7 | rrqefsxymripcvoabers | 1744747659897000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | 9e106d0c-08e1-4a7f-8498-c3d431b13a4d | rrqefsxymripcvoabers | 1744747599897000 |
| LOG            | connection received: host=::1 port=49161                                                                                                                                            | 6e1f1219-64b6-4711-88c0-a382fd1e39f6 | rrqefsxymripcvoabers | 1744747599897000 |
| LOG            | connection received: host=::1 port=1649                                                                                                                                             | f3f71d92-8de0-4eb0-ad63-081f50381d50 | rrqefsxymripcvoabers | 1744747539897000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | 2735fc54-9cb9-482c-b6b0-0c90b69a7cc9 | rrqefsxymripcvoabers | 1744747539897000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | 7f4ef1f8-613e-437a-ac49-89ecc8ef2772 | rrqefsxymripcvoabers | 1744747479897000 |
| LOG            | connection received: host=::1 port=59947                                                                                                                                            | 080c898a-8dba-4aa6-badf-bf2764586168 | rrqefsxymripcvoabers | 1744747479896000 |
| LOG            | connection received: host=::1 port=20295                                                                                                                                            | fc56a5dd-93cf-473d-83dd-81002593db63 | rrqefsxymripcvoabers | 1744747419898000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | b67b4973-ef1c-45a9-859e-61a3c5fd01f2 | rrqefsxymripcvoabers | 1744747419898000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | 65392df9-8607-406e-a9e6-c90c41d899c7 | rrqefsxymripcvoabers | 1744747359896000 |
| LOG            | connection received: host=::1 port=59237                                                                                                                                            | e83bccc1-65a5-4baa-889a-8e8b9ef3eb1c | rrqefsxymripcvoabers | 1744747359895000 |
| LOG            | connection received: host=::1 port=18567                                                                                                                                            | d9fcd72e-f28e-4c5a-9691-445e64be46c4 | rrqefsxymripcvoabers | 1744747299895000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | 4caed807-8a46-4021-a98f-3eb339d85868 | rrqefsxymripcvoabers | 1744747299895000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | d50d5e1c-0b00-4922-bb0b-47a058729a87 | rrqefsxymripcvoabers | 1744747239895000 |
| LOG            | connection received: host=::1 port=55097                                                                                                                                            | db96c15e-7c75-4ff3-a3a7-23b82de46e6f | rrqefsxymripcvoabers | 1744747239894000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | 70c1b47d-cc57-47d2-9ba5-0403578fc7d4 | rrqefsxymripcvoabers | 1744747179895000 |
| LOG            | connection received: host=::1 port=32241                                                                                                                                            | a4b7a497-8c61-4f53-b864-8911749e087a | rrqefsxymripcvoabers | 1744747179894000 |
| LOG            | connection received: host=::1 port=34261                                                                                                                                            | 9e43ddc5-4017-4998-87c6-a708027e9fad | rrqefsxymripcvoabers | 1744747119896000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | 8d87dcc4-673c-4fb0-a1ca-be5ebaba37e2 | rrqefsxymripcvoabers | 1744747119896000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | cde4995e-cf51-4b1f-b24a-f7f9e4fb3485 | rrqefsxymripcvoabers | 1744747059895000 |
| LOG            | connection received: host=::1 port=58003                                                                                                                                            | 20f8c75a-1533-44cc-9d9a-e26f8af3fef0 | rrqefsxymripcvoabers | 1744747059894000 |
| LOG            | connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter                                                                                     | dc7284e9-d9f1-4280-90b0-2f676374fb85 | rrqefsxymripcvoabers | 1744746999895000 |
| LOG            | connection received: host=::1 port=27833                                                                                                                                            | b34b4fb3-9464-4b13-a2ac-ccbb2ce9b88b | rrqefsxymripcvoabers | 1744746999894000 |
